dates,company,member,title
January 2003,,justin-mather-4058284,VP Operations
August 2007,,ade-john-65785641,Platinum Applications Consultant
2001,,ade-john-65785641,Information officer
August 2015,Hays,lore-de-buck-46759952,Consultant
,,gonzalo-jimnez-34207870,abogado
August 2014,Migrant Clinicians Network,olivia-hayes-762569a1,Health Network Associate
August 2014,,olivia-hayes-762569a1,Volunteer Coordinator
March 2013,Grandview Cafe,olivia-hayes-762569a1,Server
March 2009,Smokey Bones Bar & Fire Grill,olivia-hayes-762569a1,"Take Out, Server, Local Store Marketer"
January 2015,Mensch - Human-Centered Innovation,ruha-reyhani-0610bb2b,Partner
February 2016,Hasso Plattner Institute,thomas-unterholzer-a7a47b8b,Research Fellow
February 2013,,thomas-unterholzer-a7a47b8b,Design Thinking Trainer
December 2014,Hasso Plattner Institute,thomas-unterholzer-a7a47b8b,Student Research Assistant
March 2012,,thomas-unterholzer-a7a47b8b,"Co-Founder, Project Manager"
April 2013,diffferent,thomas-unterholzer-a7a47b8b,Working Student - Strategy Consulting
November 2011,Coca-Cola Erfrischungsgetränke AG,thomas-unterholzer-a7a47b8b,Working Student - HR Learning & Development
September 2010,Krones AG,thomas-unterholzer-a7a47b8b,Working Student & Intern - Strategic Personnel Development
June 2013,,maryamansari,Co Founder
May 2013,Zigzaglab,maryamansari,Project Manager
2008,Freelancer,maryamansari,Translator
2008,,maryamansari,Member
August 2009,Krones AG,thomas-unterholzer-a7a47b8b,Intern - E-Learning Concept Development and Design
July 2015,,thomas-unterholzer-a7a47b8b,
January 2013,ZigZagLab,maryamansari,PR Manager
June 2013,Weblogina,maryamansari,Editor
February 2010,,maryamansari,Marketing Manager
August 2015,Aasonn,sindhu-raghunath-4414391a,Lead Professional Services Consultant
June 2013,Deloitte,sindhu-raghunath-4414391a,SAP HR Consultant
August 2012,Nike,sindhu-raghunath-4414391a,SAP Business System Analyst
June 2010,Infosys Technologies Ltd,sindhu-raghunath-4414391a,Senior Associate Consultant.
February 2006,SAP labs,sindhu-raghunath-4414391a,Senior Software Engineer
November 2012,Debugg Infosystems,anshu-gupta-262a003,Certified SAP-HR Consultant
February 2010,,anshu-gupta-262a003,Asst. Manager-HR
September 2007,,anshu-gupta-262a003,Asst. Manager-HR
January 2006,,anshu-gupta-262a003,HR-Executive
March 2015,"Staff Line, LLC.",danielwjohnson,Area Project Manager
June 2010,ScanSource Inc,danielwjohnson,Operations Manager Outbound Operations
January 2008,Helen of Troy,danielwjohnson,Operations Manager Outbound Shipping / Special Projects
January 2003,,danielwjohnson,Owner / Manager
November 2005,Helen of Troy,danielwjohnson,Department Supervisor Outbound Shipping / Special Projects
August 2001,,danielwjohnson,Supervisor / Project Manager
September 1999,,danielwjohnson,Team Lead
May 1996,,danielwjohnson,Self Employed / Contractor
October 2012,Cognizant Technology Solutions,vinayak-chanshetti-18168119,SAP HCM Consultant
August 2010,KPIT Cummins Infosystems Limited,vinayak-chanshetti-18168119,SAP HR Functional consultant
November 2014,Infosys,ruchi-agrawal-12221217,Senior Associate Consultant-SAP HCM
January 2014,Vodafone,ruchi-agrawal-12221217,Senior Executive SAP HCM
March 2011,,ruchi-agrawal-12221217,Corporate HR & SAP HCM
September 2008,Jindal Steel & Power Ltd.,ruchi-agrawal-12221217,Jr. Manager HR
August 2014,Premium Transmission Ltd,sainath-kashelkar-9a036184,SAP HCM Functional Consultant
February 2013,Maersk Global Service Center,sainath-kashelkar-9a036184,SAP HCM Functional Consultant
January 2012,,sainath-kashelkar-9a036184,SAP HCM Functional
July 2010,,sainath-kashelkar-9a036184,Assistant
March 2009,,sainath-kashelkar-9a036184,HR Associate
February 2002,,leann-martinez-4721732,SAP SD / OTC Architect & Consultant - Manager
October 2014,Grainger,tom-holmes-6b90378,SAP SD Consultant
August 2014,3M,tom-holmes-6b90378,SAP SD Consultant
June 2014,Fives Bronx,tom-holmes-6b90378,SAP SD Consultant
September 2012,"AptarGroup, Inc.",tom-holmes-6b90378,SAP SD Consultant
September 1998,,mike-bolles-6804a070,Senior SAP SD/OTC Consultant
July 2012,"Eby-Brown Company, LLC",tom-holmes-6b90378,SAP SD Consultant
April 2012,"Chamberlain Group, Inc.",tom-holmes-6b90378,SAP SD Consultant
June 2010,Eby-Brown,tom-holmes-6b90378,SAP SD Consultant
November 2009,W.W. Grainger,tom-holmes-6b90378,SAP SD Business Analyst (Consultant)
March 2009,OfficeMax,tom-holmes-6b90378,SAP SD Business Analyst (Consultant)
October 2008,W.W. Grainger,tom-holmes-6b90378,SAP SD Business Analyst (Consultant)
October 2005,Rexam Beverage Can,tom-holmes-6b90378,Senior Analyst - SAP SD
April 1998,Pactiv,tom-holmes-6b90378,Senior Analyst / Project Lead
August 1997,SAP,mike-bolles-6804a070,SAP SD Consultant
February 1986,The Dow Chemical Company,mike-bolles-6804a070,Senior SAP Analyst
May 2014,Rangam Consultants Inc.,akshay-shah-94b697a4,Technical Recruiter
March 2015,Hays,lies-van-den-troost-719a93b3,consultant IT
August 2011,Randstad Belgium,lies-van-den-troost-719a93b3,consultant
December 2015,"Aruba, a Hewlett Packard Enterprise company",ketan-churi-8b36143,Sr. SAP SD Consultant
November 2012,DynPro Inc,ketan-churi-8b36143,Sr. SD Consultant
March 2015,Nike,ketan-churi-8b36143,Sr. SD Consultant
March 2014,Genentech,ketan-churi-8b36143,SAP SD Consultant
November 2012,VF Corporation,ketan-churi-8b36143,SAP SD Lead
August 2012,Meggitt PLC,ketan-churi-8b36143,SAP SD Lead
July 1997,,devonwinters,"Consultant - SAP SD, MM, CRM, and SCM"
October 2009,WhiteWave Foods,devonwinters,SAP SD OTC specialist
November 2006,Deloitte,ketan-churi-8b36143,Sr. Consultant
May 2012,ARYZTA LLC,ketan-churi-8b36143,SAP SD Lead
March 2012,Universal Music Group,ketan-churi-8b36143,SAP SD Lead
January 2012,Puget Sound Energy,ketan-churi-8b36143,SAP SD Lead
March 2014,,devonwinters,SAP SD OTC Specialist
November 2011,Fossil,devonwinters,SAP SD Consultant - InterCompany Projects
August 2011,Bob's Discount Furniture,devonwinters,SAP Post-Go Live Order-to-Cash Optimization
September 2010,Lennox International,devonwinters,Titan Consulting Order-to-Cash Reengineering project
September 2011,Topcon Positioning Systems,ketan-churi-8b36143,SAP SD Lead
June 2011,Tampa Electric,ketan-churi-8b36143,SAP SD Lead
April 2003,Sandoz,devonwinters,SAP Project Consultant
October 2006,SAP America,devonwinters,SAP Consultant
November 2002,"Nestle, Inc.",devonwinters,SAP Consultant
July 1999,"i2 Technologies, Inc.",devonwinters,SAP Consultant
April 1999,Thorlo,devonwinters,SAP Project Consultant
November 1998,,devonwinters,SAP Consultant
August 2008,Southern California Edison (SCE),ketan-churi-8b36143,SAP SD Lead
January 2011,San Diego County Water Authority,ketan-churi-8b36143,SAP SD Lead
August 2010,Sysco,ketan-churi-8b36143,SAP SD Consultant
December 2007,Levi Strauss & Co.,ketan-churi-8b36143,SAP SD Consultant
June 2007,General Atomics,ketan-churi-8b36143,SAP SD Consultant
July 1997,Lennox,devonwinters,SAP Consultant
May 1997,,devonwinters,SAP Project Consultant
January 1997,,devonwinters,SAP Project Consultant
October 1996,BOEHRINGER-MANNHEIM,devonwinters,SAP Project Consultant
April 1996,Putnam Investments,devonwinters,SAP Project Consultant
August 1995,ERNST & YOUNG,devonwinters,SAP Consultant
July 2006,Nestle S.A.,ketan-churi-8b36143,SAP SD/EDI Consultant
August 2004,Advansoft Worldwide Inc,ketan-churi-8b36143,SAP SD Consultant
February 2006,,ketan-churi-8b36143,SAP SD Consultant
January 2005,IBM,ketan-churi-8b36143,SAP SD Consultant
November 1993,,devonwinters,Office Accounting & IT Support
March 1993,,devonwinters,Revenue Accounting Analyst
January 2013,,sabina-zveki%C4%87-aa7782119,
March 1984,,anna-wassermeyer-22229195,Verantwortlich
May 2015,,andrea-hanson-707a2390,Server
April 2012,Jeni's Splendid Ice Creams,andrea-hanson-707a2390,Shift Leader
April 2015,Saman Electronic Payment (SEP),aminmesbahi,Senior Consultant
,,aminmesbahi,Software Senior Architect
October 2012,,aminmesbahi,Chief Software Architect
July 2014,parsian e-commerce,aminmesbahi,Database & Storage Consultant
September 2008,,aminmesbahi,Senior Database Engineer
November 2012,Saman Electronic Payment (SEP),aminmesbahi,Software Consultant
2007,,aminmesbahi,"SQL Server, .NET Development Instructor"
September 2015,Henry Schein,sajimolchamunni,Senior Analyst HRIS
January 2015,Infosys,sajimolchamunni,Senior Consultant
March 2010,Infosys Limited,sajimolchamunni,Senior Consultant
May 2009,Tech Mahindra formerly Satyam Computer Services Limited,sajimolchamunni,Systems Analyst
March 2003,,sajimolchamunni,Senior Software Engineer
August 2015,,olivia-hayes-67985690,Student Athlete
February 2015,Natures Corner,olivia-hayes-67985690,Food And Beverage
August 2013,,olivia-hayes-67985690,Student Athlete
April 2012,,olivia-hayes-67985690,Server
October 2013,Cognizant Technology Solutions,anushree-joshi-53a03329,Programmer Analyst-SAP HCM
June 2013,Executive81 HR Solutions Pvt. Ltd.,anushree-joshi-53a03329,Associate
May 2012,Absolute HR,anushree-joshi-53a03329,Management Trainee
April 2011,,anushree-joshi-53a03329,Summer Intern
May 2012,,olivia-hayes-67985690,Intern
August 2009,,olivia-hayes-67985690,Student Athlete
January 2008,,olivia-hayes-67985690,Receptionist/Waitress
April 2009,,olivia-hayes-67985690,Server
May 2015,"Adams Keegan, Inc.",nic-adams-43789b21,Vice President of Operations
April 2014,"Adams Keegan, Inc.",nic-adams-43789b21,Operations Manager
November 2013,"Adams Keegan, Inc.",nic-adams-43789b21,Human Resources Operations Manager
May 2010,"Adams Keegan, Inc.",nic-adams-43789b21,Business Development Manager
2004,,nic-adams-43789b21,Sales Associate
December 2015,Fedders Lloyd Corporation Limited,priya-arora-3572b814,SAP HCM Consultant
May 2014,Atos India Consulting,priya-arora-3572b814,SAP HCM Consultant
January 2011,Eli Research,priya-arora-3572b814,HR Executive
December 2014,Wipro Ltd,abhinandan-singh-b7313653,Associate Consultant SAP HCM
February 2013,Videocon d2h,abhinandan-singh-b7313653,Regional HR Executive ( Sr. Officer)
August 2012,,abhinandan-singh-b7313653,Recruitment Consultant
July 2011,,abhinandan-singh-b7313653,HR SPOC & Fraud Analyst
July 2011,,abhinandan-singh-b7313653,
January 2016,Team4Talent,yaticampers,Junior recruiter
October 2015,Scheppersinstituut,yaticampers,Administratief bediende interim
March 2015,goudengids.be / pagesdor.be,yaticampers,Intern Go-to-market & Communicatie
September 2015,Unisoft Infotech Pte Ltd,praveen-mudhiraj-sap-hcm-sf-5b650515,Practice Lead - SAP HCM / SF
October 2015,Unisoft Infotech,praveen-mudhiraj-sap-hcm-sf-5b650515,Success Factors Consultant
March 2015,Endeavour Technologies Group,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP Project Lead / Project Coordinator
December 2014,Endeavour Technologies Group,praveen-mudhiraj-sap-hcm-sf-5b650515,Sr. SAP HCM Consultant & HCM Project Lead
August 2014,,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HCM Freelancer
September 2013,Mesprosoft,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HCM Consultant
June 2012,Northgate Information Solutions,praveen-mudhiraj-sap-hcm-sf-5b650515,Business Analyst
May 2011,StraVis IT Solutions Pvt. Ltd.,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HCM Consultant
August 2009,vCentric Technologies P Ltd.,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HR Consultant
September 2008,,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HR - Freelance/Trainer
December 2007,SAP,praveen-mudhiraj-sap-hcm-sf-5b650515,SAP HR Associate Consultant
August 2005,SAP,praveen-mudhiraj-sap-hcm-sf-5b650515,HR Executive
December 2013,,praveen-mudhiraj-sap-hcm-sf-5b650515,
June 2014,"Ooma, Inc.",ruchia,Senior Software Engineer
October 2013,Talkatone,ruchia,Senior Software Engineer
October 2011,Plantronics,ruchia,Staff Software Engineer
March 2010,Cisco Systems,ruchia,Sr Software Engineer
January 2005,Cisco Systems,ruchia,Sr Software Engineer
February 2001,Cisco,ruchia,Software Engineer
July 2014,VWR,pghobrial,SAP SD/MM Integrations Lead
October 2012,CSC,pghobrial,SAP SD Consultant
August 2011,IBM,pghobrial,Senior SAP SD/OTC Consultant
January 2008,Lockheed Martin,pghobrial,SAP SD/OTC Analyst
May 2016,Lidl Belgium & Luxemburg,ann-van-impe-906b6968,Management Trainee Retail Operations
January 2016,Hays,ann-van-impe-906b6968,IT Consultant
July 2015,Hays,ann-van-impe-906b6968,IT Recruiter
August 2014,BASF,ann-van-impe-906b6968,Recruiting Officer Intern
September 2013,Schelstraete Delacourt Associates,ann-van-impe-906b6968,Research Consultant Intern
August 2010,,ann-van-impe-906b6968,
December 2006,,ann-van-impe-906b6968,
April 2015,JAFRA Cosmetics USA,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
December 2014,Carpenter Technology,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
August 2014,Philips,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
April 2014,Safran,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
January 2014,Coca-Cola Enterprises,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
February 2013,PDVSA Petroleos de Venezuela S.A.,ricardo-cirilo-sap-sd-b68baa21,SAP SD
February 2013,Elementia,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
October 2012,Grupo Gonher,ricardo-cirilo-sap-sd-b68baa21,SAP SD/CRM
March 2012,Elders,ricardo-cirilo-sap-sd-b68baa21,SAP Consultant
October 2011,Telstra,ricardo-cirilo-sap-sd-b68baa21,SAP Consultant
February 2011,CEMEX,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
January 2011,Caterpillar Inc.,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
July 2010,Symrise,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
June 2009,Grupo Omnilife,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
2010,SAP,ricardo-cirilo-sap-sd-b68baa21,SAP CRM Consultant
October 2007,Pepsi Beverages Company,ricardo-cirilo-sap-sd-b68baa21,SAP SD Consultant
2008,Yanbal International,ricardo-cirilo-sap-sd-b68baa21,SAP SD/CRM Consultant
January 2005,CEMEX Deutschland AG,ricardo-cirilo-sap-sd-b68baa21,SAP Consultant
August 2004,Ternium,ricardo-cirilo-sap-sd-b68baa21,SAP Consultant
December 2000,FEMSA,ricardo-cirilo-sap-sd-b68baa21,SAP Consultant
September 2011,,regina-richter-lagha-phd-5102832,
August 2014,Saman Electronic Payment (SEP),mehran-rajaei-b1b0777b,Software Manager
February 2013,Saman Electronic Payment (SEP),mehran-rajaei-b1b0777b,Chief Payment Solution Development dpt.
October 2011,Saman Electronic Payment (SEP),mehran-rajaei-b1b0777b,C/C++ developer
June 2014,Grano,patrik-jansson-8b41aa4,Manager of Application Development
2004,,patrik-jansson-8b41aa4,"graphic designer, photographer"
2012,,maliheh-barati-1181097a,account manager
2007,,maliheh-barati-1181097a,Marketing and operating
January 2016,Saei Group_MTN irancell,samira-shirzadeh-3a8b2b7a,Business Analyst
May 2014,Saman Electronic Payment (SEP),samira-shirzadeh-3a8b2b7a,Senior BI Developer
April 2012,,samira-shirzadeh-3a8b2b7a,BI Project Manager
September 2008,,samira-shirzadeh-3a8b2b7a,Senior C# Developer
January 2013,,lori-bramlett-b7a6648,Executive Director
October 2008,American Diabetes Association,lori-bramlett-b7a6648,Director
May 2007,Arkansas Children's Hospital,lori-bramlett-b7a6648,Development Officer
January 2006,Carelink,lori-bramlett-b7a6648,Development Officer
February 2003,CARTI,lori-bramlett-b7a6648,Special Projects Director
September 2013,,jyoti-mishra-sap-hcm-certi-a6174893,HR Manager
June 2009,Brookdale Community College,jamie-neff-01b8a847,Office Associate
December 2004,Texas A&M University,jamie-neff-01b8a847,Facilities Coordinator
,,lore-vanhout-970766110,Zelfstandig verpleegkundige
March 2013,,lore-vanhout-970766110,Stage Verloskundige
June 2014,Atos,rowena-pinto-a079a192,SAP HR Consultant
August 2013,Lithan Genovate ( A leading SAP Education Partner ),rowena-pinto-a079a192,SAP HCM 6.0 Certified
January 2011,Educomp Solutions Ltd,rowena-pinto-a079a192,Asst Manager (ASG)
January 2005,,sharmatia,Consultant
March 2015,,mohammed-aslam-74640968,SAP Associate HCM Consultant
August 2013,,mohammed-aslam-74640968,Sr. Human Resource
November 2010,lorgov consulting,mohammed-aslam-74640968,Lead Recruiter
December 2009,,peter-ghobrial-54b8b130,MD
May 2015,Software Projects Consulting,elydelaf,SAP SD Consultant
October 2014,Mondelēz International,elydelaf,Sap SD Consultant
January 2014,Mondelēz International,elydelaf,SAP SD Consultant
September 2013,Behr Process Corporation,elydelaf,Sales and Distribution (SD) Consultant.
August 2012,Mondelēz International,elydelaf,Sales and Distribution Consultant
July 2011,Kraft Foods Group,elydelaf,Sales and Distribution (SD) Consultant.
April 2011,Iluminacion Tecnolite S.A.,elydelaf,E-commerce Sales and Distribution (SD) Module Leader.
March 2011,Krones AG,elydelaf,Sales and Distribution (SD) Module Leader.
November 2010,Karl Storz Endoscopy,elydelaf,Sales and Distribution (SD) Module Leader.
July 2009,Cotemar,elydelaf,Sales and Distribution (SD)
July 2008,Vitro,elydelaf,Logistics Execution Consultant (LE).
July 2008,NEXTIE Consulting S.A. de C.V.,elydelaf,Logistics execution consultant specialized in Direct Store Delivery (DSD)
June 2008,Villacero,elydelaf,Logistic Execution Academy Instructor (Transportation).
